Product Name,Brand,Category,Region,Store ID,Date,Quantity,Value
Nike Pro Shorts,Nike,Apparel,North,7,2024-06-05,12,576.0
Nike Pro Shorts,Nike,Apparel,Central,82,2023-05-11,16,7893.53
Adidas Essentials Tee,Adidas,Apparel,East,54,2023-03-06,14,5447.49
Reebok Joggers,Reebok,Apparel,West,75,2025-02-05,18,4687.25
Adidas Essentials Tee,Adidas,Apparel,East,44,2023-09-30,13,6455.36
Nike Air Max,Nike,Footwear,South,28,2025-12-19,10,4978.56
Reebok Joggers,Reebok,Apparel,Central,94,2025-08-06,8,4318.22
Puma Track Jacket,Puma,Apparel,East,45,2025-08-01,4,574.45
Nike Pegasus,Nike,Footwear,West,80,2023-03-07,3,406.56
UA Charged Assert,Under Armour,Footwear,Central,82,2023-07-26,2,613.87
UA Charged Assert,Under Armour,Footwear,North,13,2024-05-16,7,1066.49
Puma Logo Tee,Puma,Apparel,South,37,2023-04-26,19,2515.55
Puma Resistance Band Set,Puma,Equipment,Central,100,2024-10-15,5,768.86
Puma Beanie,Puma,Accessories,South,34,2025-12-03,18,3558.53
UA Sport Mask,Under Armour,Accessories,West,78,2023-12-25,12,510.05
Reebok Yoga Mat,Reebok,Equipment,Central,91,2025-02-19,10,2807.54
UA Rival Fleece Hoodie,Under Armour,Apparel,South,38,2025-02-09,8,1410.91
Nike Dri-FIT Tee,Nike,Apparel,South,35,2024-09-07,14,4668.12
Puma RS-X,Puma,Footwear,South,33,2025-12-21,11,2036.29
Nike Cap,Nike,Accessories,West,72,2023-06-11,7,1939.74
Nike Dunk,Nike,Footwear,East,53,2023-04-16,7,3075.36
Reebok Classic Leather,Reebok,Footwear,West,67,2024-03-20,1,190.36
UA Rival Fleece Hoodie,Under Armour,Apparel,South,24,2024-03-09,20,10555.43
Puma Resistance Band Set,Puma,Equipment,West,68,2024-02-23,13,5864.09
Puma Beanie,Puma,Accessories,Central,92,2025-08-12,17,3216.65
UA Rival Fleece Hoodie,Under Armour,Apparel,West,64,2025-10-15,11,5513.82
Reebok Yoga Mat,Reebok,Equipment,East,51,2024-02-21,8,385.88
Reebok Yoga Mat,Reebok,Equipment,North,9,2023-10-26,7,1131.85
Puma RS-X,Puma,Footwear,South,33,2024-11-06,11,3284.76
UA HeatGear Tee,Under Armour,Apparel,West,76,2024-06-11,12,1390.38
UA Sport Mask,Under Armour,Accessories,South,38,2023-12-13,18,1950.17
Nike Pro Shorts,Nike,Apparel,Central,82,2023-05-01,2,947.38
Adidas Gym Ball,Adidas,Equipment,West,65,2023-01-14,5,263.12
UA HeatGear Tee,Under Armour,Apparel,South,37,2023-01-19,20,3982.73
Nike Air Max,Nike,Footwear,West,61,2025-09-16,14,5013.41
Puma Track Jacket,Puma,Apparel,North,17,2023-01-25,10,2771.54
Adidas Essentials Tee,Adidas,Apparel,Central,94,2023-02-05,4,285.47
Adidas Headband,Adidas,Accessories,South,28,2025-12-09,9,3714.69
Nike Cap,Nike,Accessories,East,53,2024-12-26,13,2976.02
Adidas Gym Ball,Adidas,Equipment,Central,88,2025-07-29,3,639.55
Reebok Joggers,Reebok,Apparel,North,13,2023-03-06,16,3216.66
Nike Cap,Nike,Accessories,North,6,2023-04-25,14,3639.05
Nike Dunk,Nike,Footwear,Central,84,2024-11-09,19,2846.79
Nike Pro Shorts,Nike,Apparel,East,42,2025-08-31,9,4077.75
Nike Pegasus,Nike,Footwear,South,31,2023-03-09,19,9148.6
Puma Beanie,Puma,Accessories,West,63,2023-10-23,8,783.81
Reebok Joggers,Reebok,Apparel,Central,91,2025-03-07,5,2487.5
Nike Dri-FIT Tee,Nike,Apparel,Central,92,2023-06-10,8,535.11
Reebok Wristband,Reebok,Accessories,East,60,2023-06-05,11,5335.9
UA Sport Mask,Under Armour,Accessories,East,55,2023-03-02,18,2331.12
Reebok Joggers,Reebok,Apparel,West,66,2025-02-07,20,1589.46
Nike Cap,Nike,Accessories,South,23,2024-08-27,13,2221.97
Reebok CrossFit Tee,Reebok,Apparel,West,71,2023-11-12,1,71.14
Puma Track Jacket,Puma,Apparel,West,72,2024-09-23,3,238.3
UA Duffel Bag,Under Armour,Equipment,West,75,2024-01-19,1,248.24
Nike Cap,Nike,Accessories,East,58,2023-07-03,11,3371.76
Reebok Yoga Mat,Reebok,Equipment,North,10,2025-02-27,3,803.96
Adidas Tiro Pants,Adidas,Apparel,Central,97,2024-05-12,6,2407.77
Puma Track Jacket,Puma,Apparel,East,50,2023-10-12,3,770.1
Reebok Yoga Mat,Reebok,Equipment,West,69,2023-12-09,3,491.64
UA Sport Mask,Under Armour,Accessories,East,48,2025-01-09,7,2775.75
Puma Beanie,Puma,Accessories,North,5,2025-07-26,13,392.9
Reebok Classic Leather,Reebok,Footwear,Central,93,2024-11-11,14,3724.04
Adidas Headband,Adidas,Accessories,East,51,2023-10-06,6,1499.55
UA Sport Mask,Under Armour,Accessories,East,50,2025-03-26,8,5039.07
Reebok Wristband,Reebok,Accessories,West,69,2024-10-29,19,4265.28
Adidas Essentials Tee,Adidas,Apparel,Central,98,2024-02-14,18,7187.5
UA Charged Assert,Under Armour,Footwear,West,67,2023-02-25,3,1208.67
Puma Beanie,Puma,Accessories,West,65,2025-04-17,5,885.11
UA Charged Assert,Under Armour,Footwear,West,63,2025-05-16,16,10307.15
Reebok Yoga Mat,Reebok,Equipment,Central,97,2025-03-31,12,4382.82
Reebok Nano X,Reebok,Footwear,North,8,2023-06-24,20,1996.85
Reebok Classic Leather,Reebok,Footwear,Central,93,2023-04-01,14,6769.62
Puma Suede Classic,Puma,Footwear,North,4,2023-08-05,17,2151.53
Reebok Wristband,Reebok,Accessories,West,72,2024-03-28,19,5293.61
Nike Pegasus,Nike,Footwear,South,32,2025-10-21,10,3272.49
Adidas Superstar,Adidas,Footwear,North,4,2025-05-01,11,2676.93
UA Rival Fleece Hoodie,Under Armour,Apparel,South,37,2025-07-21,4,973.36
Nike Pro Shorts,Nike,Apparel,West,71,2025-06-16,4,853.46
Adidas Tiro Pants,Adidas,Apparel,East,44,2023-02-16,8,3730.9
Adidas Tiro Pants,Adidas,Apparel,South,38,2025-11-22,14,3255.53
Adidas Essentials Tee,Adidas,Apparel,South,33,2025-08-04,14,1992.28
Adidas Headband,Adidas,Accessories,North,20,2025-03-21,14,4291.49
Adidas Water Bottle,Adidas,Accessories,North,7,2025-03-07,3,599.06
Reebok CrossFit Tee,Reebok,Apparel,Central,86,2023-07-28,15,2647.09
Puma Resistance Band Set,Puma,Equipment,East,56,2023-08-22,20,6130.92
Reebok Nano X,Reebok,Footwear,Central,84,2025-03-14,15,3684.58
Nike Cap,Nike,Accessories,East,60,2023-12-20,11,3768.74
Nike Training Bag,Nike,Equipment,South,30,2023-08-30,5,539.31
Adidas Ultraboost,Adidas,Footwear,West,74,2025-11-12,14,5385.51
Adidas Essentials Tee,Adidas,Apparel,West,78,2024-01-16,16,5268.99
Puma Resistance Band Set,Puma,Equipment,South,26,2024-08-14,20,9755.52
UA Sport Mask,Under Armour,Accessories,East,41,2023-04-20,13,1111.98
UA Sport Mask,Under Armour,Accessories,West,74,2025-11-01,15,4280.3
Nike Pegasus,Nike,Footwear,South,23,2025-09-27,8,4181.04
Adidas Gym Ball,Adidas,Equipment,North,9,2024-08-21,6,1918.56
UA Duffel Bag,Under Armour,Equipment,Central,96,2025-07-25,4,386.57
Nike Dunk,Nike,Footwear,Central,92,2024-07-02,15,6637.83
Puma RS-X,Puma,Footwear,West,64,2024-03-23,2,374.67
Nike Cap,Nike,Accessories,East,52,2025-07-10,4,1199.92
Reebok Nano X,Reebok,Footwear,South,39,2024-04-30,20,9965.98
Adidas Ultraboost,Adidas,Footwear,South,40,2025-05-26,7,3610.22
Puma Track Jacket,Puma,Apparel,Central,92,2023-05-02,6,1838.95
Puma Track Jacket,Puma,Apparel,East,50,2024-10-24,17,9328.3
Nike Dri-FIT Tee,Nike,Apparel,South,34,2023-07-15,5,2481.97
Puma Resistance Band Set,Puma,Equipment,South,25,2023-09-29,13,5429.73
Puma Track Jacket,Puma,Apparel,South,39,2025-09-29,13,5430.82
Reebok Wristband,Reebok,Accessories,North,3,2025-07-14,9,3129.69
Puma Resistance Band Set,Puma,Equipment,West,76,2025-01-25,3,1167.42
Reebok Wristband,Reebok,Accessories,East,43,2025-07-27,14,2266.96
Puma Resistance Band Set,Puma,Equipment,West,69,2024-03-09,11,5282.7
Reebok Classic Leather,Reebok,Footwear,Central,96,2023-09-25,2,898.39
Nike Pegasus,Nike,Footwear,North,15,2023-04-05,6,477.8
UA HOVR Phantom,Under Armour,Footwear,West,61,2025-06-22,5,761.23
Nike Cap,Nike,Accessories,South,29,2024-09-10,9,3458.99
Nike Dri-FIT Tee,Nike,Apparel,East,46,2023-06-18,10,2102.44
Nike Socks Pack,Nike,Accessories,West,63,2024-04-24,16,377.59
Adidas Gym Ball,Adidas,Equipment,South,39,2023-06-09,15,4040.0
Nike Training Bag,Nike,Equipment,North,11,2023-01-20,14,6920.4
Adidas Gym Ball,Adidas,Equipment,West,63,2023-09-28,4,815.49
Puma Beanie,Puma,Accessories,East,52,2023-07-31,5,429.11
Nike Air Max,Nike,Footwear,North,17,2023-10-20,6,1877.72
Adidas Superstar,Adidas,Footwear,East,47,2025-06-20,20,12000.28
Nike Socks Pack,Nike,Accessories,South,23,2025-06-25,4,453.47
Puma Resistance Band Set,Puma,Equipment,East,54,2025-02-25,8,4157.05
Puma Logo Tee,Puma,Apparel,North,8,2024-07-21,1,452.99
UA Duffel Bag,Under Armour,Equipment,South,37,2024-09-09,13,1652.73
UA Sport Mask,Under Armour,Accessories,North,8,2024-08-28,8,1888.07
Nike Air Max,Nike,Footwear,Central,83,2025-10-20,11,7059.96
Reebok Yoga Mat,Reebok,Equipment,West,79,2023-09-28,6,1172.39
Nike Pro Shorts,Nike,Apparel,North,1,2025-08-22,7,242.25
UA Duffel Bag,Under Armour,Equipment,North,13,2023-03-23,17,2677.74
Nike Cap,Nike,Accessories,West,73,2025-04-30,18,7662.51
Puma Beanie,Puma,Accessories,East,43,2023-11-09,7,405.51
Reebok Wristband,Reebok,Accessories,Central,91,2023-11-15,3,904.47
Nike Dri-FIT Tee,Nike,Apparel,West,68,2024-09-27,14,2211.34
Nike Dri-FIT Tee,Nike,Apparel,West,80,2023-08-26,6,1010.76
Nike Air Max,Nike,Footwear,North,5,2023-09-02,12,1183.68
Adidas Tiro Pants,Adidas,Apparel,Central,89,2025-12-07,9,2322.42
UA HOVR Phantom,Under Armour,Footwear,North,11,2023-08-30,3,451.65
UA Sport Mask,Under Armour,Accessories,Central,83,2024-06-22,12,3291.23
Adidas Tiro Pants,Adidas,Apparel,West,79,2023-04-24,9,1768.41
Adidas Gym Ball,Adidas,Equipment,Central,84,2023-07-30,1,375.57
Nike Dunk,Nike,Footwear,North,8,2023-04-01,13,3203.81
Reebok Yoga Mat,Reebok,Equipment,South,22,2023-11-04,8,1022.14
Nike Pro Shorts,Nike,Apparel,East,49,2025-05-02,4,1530.55
Adidas Gym Ball,Adidas,Equipment,North,6,2025-10-25,2,1055.81
Puma Logo Tee,Puma,Apparel,North,15,2025-04-01,10,5086.81
UA HeatGear Tee,Under Armour,Apparel,North,18,2024-11-01,7,191.79
Puma RS-X,Puma,Footwear,Central,90,2024-08-20,19,5302.66
Puma RS-X,Puma,Footwear,South,38,2025-10-07,14,1679.35
Reebok Nano X,Reebok,Footwear,South,38,2023-02-18,1,325.25
Puma Beanie,Puma,Accessories,North,13,2024-11-17,17,1366.46
Nike Dri-FIT Tee,Nike,Apparel,West,76,2024-05-02,5,2799.26
Adidas Gym Ball,Adidas,Equipment,North,2,2024-07-27,17,8811.15
Nike Cap,Nike,Accessories,East,55,2025-04-25,17,6602.81
Nike Dri-FIT Tee,Nike,Apparel,West,63,2023-10-01,5,1143.96
Puma Resistance Band Set,Puma,Equipment,East,49,2024-04-29,13,6944.28
Puma Track Jacket,Puma,Apparel,East,55,2024-10-30,7,1063.67
Adidas Superstar,Adidas,Footwear,Central,84,2023-10-06,15,1060.74
Nike Training Bag,Nike,Equipment,East,54,2025-08-12,7,2522.92
Puma Suede Classic,Puma,Footwear,East,55,2025-07-14,3,1673.85
Nike Dunk,Nike,Footwear,East,60,2023-11-19,11,1355.31
Reebok Nano X,Reebok,Footwear,North,8,2023-10-31,2,420.39
Nike Pegasus,Nike,Footwear,East,46,2024-09-04,15,8228.36
Nike Socks Pack,Nike,Accessories,North,15,2024-05-26,5,2333.76
Adidas Gym Ball,Adidas,Equipment,North,2,2023-09-06,13,1075.66
Puma Suede Classic,Puma,Footwear,North,19,2025-02-01,3,1795.43
UA Charged Assert,Under Armour,Footwear,North,7,2023-02-14,3,1225.39
UA HeatGear Tee,Under Armour,Apparel,North,2,2024-11-10,19,968.09
Nike Pegasus,Nike,Footwear,West,76,2025-06-06,14,3707.52
Adidas Essentials Tee,Adidas,Apparel,East,47,2023-12-20,15,2279.87
Puma RS-X,Puma,Footwear,North,20,2023-11-01,16,5291.1
Nike Dri-FIT Tee,Nike,Apparel,Central,96,2025-04-23,13,1049.6
Puma RS-X,Puma,Footwear,West,67,2023-10-09,18,5809.72
UA Rival Fleece Hoodie,Under Armour,Apparel,West,72,2023-02-09,16,4501.9
Puma Resistance Band Set,Puma,Equipment,Central,97,2024-12-05,6,1424.32
Adidas Gym Ball,Adidas,Equipment,East,60,2023-02-23,9,306.59
Reebok Nano X,Reebok,Footwear,West,77,2023-04-30,8,3104.67
Puma RS-X,Puma,Footwear,North,8,2023-11-23,2,295.87
Reebok Nano X,Reebok,Footwear,Central,93,2024-03-25,6,3235.4
Puma Resistance Band Set,Puma,Equipment,South,39,2023-12-27,12,4883.77
Adidas Superstar,Adidas,Footwear,East,59,2023-02-27,7,2032.05
Adidas Essentials Tee,Adidas,Apparel,Central,90,2025-10-05,3,996.1
Adidas Gym Ball,Adidas,Equipment,South,40,2023-04-26,16,473.05
Adidas Headband,Adidas,Accessories,East,60,2023-01-02,11,4478.03
Nike Pegasus,Nike,Footwear,East,42,2023-12-30,5,454.51
Nike Pro Shorts,Nike,Apparel,Central,92,2023-08-16,13,2591.21
Puma Resistance Band Set,Puma,Equipment,East,50,2023-07-26,6,512.98
Adidas Essentials Tee,Adidas,Apparel,West,71,2025-06-13,18,8411.08
Adidas Essentials Tee,Adidas,Apparel,South,39,2024-12-31,10,2318.68
Reebok Wristband,Reebok,Accessories,South,21,2023-09-18,19,8138.9
Puma Resistance Band Set,Puma,Equipment,South,40,2023-03-08,20,9241.97
UA Sport Mask,Under Armour,Accessories,Central,84,2024-03-28,3,301.91
Adidas Tiro Pants,Adidas,Apparel,East,51,2024-05-02,3,1122.53
Puma Suede Classic,Puma,Footwear,West,61,2024-11-18,3,416.24
Nike Air Max,Nike,Footwear,East,44,2024-12-18,15,743.66
UA Sport Mask,Under Armour,Accessories,South,34,2025-05-09,12,6914.7
Adidas Gym Ball,Adidas,Equipment,North,16,2025-02-07,3,382.49
Puma Resistance Band Set,Puma,Equipment,East,41,2023-03-10,4,581.37
Reebok Joggers,Reebok,Apparel,East,46,2023-06-01,3,291.7
UA Rival Fleece Hoodie,Under Armour,Apparel,East,60,2023-07-10,14,5014.27
Adidas Tiro Pants,Adidas,Apparel,Central,94,2023-12-04,11,502.77
Puma Suede Classic,Puma,Footwear,South,34,2024-02-25,10,3876.5
Reebok Wristband,Reebok,Accessories,North,2,2024-05-01,16,5417.87
Nike Air Max,Nike,Footwear,North,12,2023-11-11,10,2252.51
Nike Pegasus,Nike,Footwear,South,24,2025-09-10,10,1551.39
Puma Beanie,Puma,Accessories,West,64,2023-06-17,16,6347.85
Reebok Joggers,Reebok,Apparel,East,43,2025-09-28,13,1837.76
Nike Dunk,Nike,Footwear,South,35,2025-01-26,15,2854.45
Nike Dri-FIT Tee,Nike,Apparel,South,29,2024-06-23,4,425.7
Reebok Yoga Mat,Reebok,Equipment,East,58,2023-06-25,19,9232.83
Reebok Joggers,Reebok,Apparel,Central,82,2024-04-10,14,6646.64
UA Rival Fleece Hoodie,Under Armour,Apparel,Central,88,2025-08-30,13,2762.29
Adidas Superstar,Adidas,Footwear,Central,99,2023-03-13,15,1166.03
Adidas Headband,Adidas,Accessories,South,27,2023-12-21,14,1127.97
Adidas Superstar,Adidas,Footwear,West,67,2023-06-10,9,3783.35
Reebok Joggers,Reebok,Apparel,North,3,2024-10-16,18,5942.03
UA HeatGear Tee,Under Armour,Apparel,East,57,2024-10-29,1,529.27
Reebok Yoga Mat,Reebok,Equipment,West,64,2025-12-06,19,2268.16
Nike Socks Pack,Nike,Accessories,North,19,2023-07-25,18,7148.84
Reebok Joggers,Reebok,Apparel,West,69,2024-12-05,19,7304.41
Puma Track Jacket,Puma,Apparel,North,6,2025-08-26,20,5549.12
Reebok Classic Leather,Reebok,Footwear,North,13,2025-04-02,2,913.76
Nike Pegasus,Nike,Footwear,East,52,2025-08-31,10,2368.28
Nike Socks Pack,Nike,Accessories,East,56,2024-09-28,8,4478.55
Puma Resistance Band Set,Puma,Equipment,East,55,2023-10-03,14,2090.5
Adidas Water Bottle,Adidas,Accessories,South,35,2023-07-02,14,6418.27
Nike Dri-FIT Tee,Nike,Apparel,Central,92,2025-09-19,6,2085.17
Reebok Wristband,Reebok,Accessories,East,57,2023-05-15,17,1446.9
Adidas Headband,Adidas,Accessories,South,27,2023-03-01,8,3373.99
Reebok CrossFit Tee,Reebok,Apparel,West,62,2023-03-09,9,3224.02
Reebok Wristband,Reebok,Accessories,West,77,2025-01-24,4,1689.98
UA Sport Mask,Under Armour,Accessories,South,32,2023-03-04,6,1830.85
Reebok Nano X,Reebok,Footwear,Central,98,2025-08-29,9,2167.3
Reebok Joggers,Reebok,Apparel,East,41,2023-07-05,19,832.82
Adidas Water Bottle,Adidas,Accessories,South,28,2024-03-14,14,2401.48
UA Rival Fleece Hoodie,Under Armour,Apparel,North,1,2025-11-17,6,3568.71
Puma Beanie,Puma,Accessories,South,29,2023-01-18,9,3259.04
UA HeatGear Tee,Under Armour,Apparel,West,72,2025-05-17,15,2748.71
Reebok Wristband,Reebok,Accessories,Central,100,2024-09-10,1,345.64
Puma Logo Tee,Puma,Apparel,East,58,2025-11-13,4,849.0
Puma Track Jacket,Puma,Apparel,North,11,2025-09-13,9,3831.58
Adidas Superstar,Adidas,Footwear,East,47,2024-06-18,8,2468.37
Puma Resistance Band Set,Puma,Equipment,Central,93,2023-04-27,1,346.76
Reebok Yoga Mat,Reebok,Equipment,East,49,2025-10-15,2,556.94
UA Rival Fleece Hoodie,Under Armour,Apparel,East,48,2024-01-24,12,6280.83
Adidas Essentials Tee,Adidas,Apparel,East,46,2025-11-04,16,3349.14
Adidas Essentials Tee,Adidas,Apparel,East,58,2023-09-20,11,5219.76
Adidas Gym Ball,Adidas,Equipment,South,32,2023-07-02,10,3772.21
Puma Suede Classic,Puma,Footwear,East,52,2025-05-11,15,5870.94
Nike Pro Shorts,Nike,Apparel,West,62,2023-08-30,7,1726.66
Puma Beanie,Puma,Accessories,North,13,2025-10-21,5,1418.89
Reebok Yoga Mat,Reebok,Equipment,South,31,2023-10-09,15,7407.78
Nike Cap,Nike,Accessories,East,46,2023-10-21,6,1524.23
UA Charged Assert,Under Armour,Footwear,North,1,2024-10-03,6,1043.92
Adidas Ultraboost,Adidas,Footwear,West,63,2023-11-21,14,4409.3
Reebok Joggers,Reebok,Apparel,West,76,2025-04-06,18,520.44
Puma Resistance Band Set,Puma,Equipment,East,41,2024-02-13,17,7493.26
Puma RS-X,Puma,Footwear,North,1,2024-01-26,12,1774.78
Reebok Joggers,Reebok,Apparel,South,24,2024-10-01,10,3008.42
Puma Beanie,Puma,Accessories,North,2,2023-12-09,15,7128.94
Reebok Classic Leather,Reebok,Footwear,Central,97,2025-12-01,5,1483.04
Adidas Headband,Adidas,Accessories,West,72,2024-12-02,13,1482.2
Adidas Ultraboost,Adidas,Footwear,South,28,2023-02-09,1,121.37
Reebok CrossFit Tee,Reebok,Apparel,South,24,2025-10-30,2,939.47
Nike Dri-FIT Tee,Nike,Apparel,East,58,2025-02-07,2,793.22
Nike Training Bag,Nike,Equipment,North,2,2023-08-10,13,2860.68
UA Rival Fleece Hoodie,Under Armour,Apparel,Central,89,2023-09-11,7,2498.28
Nike Socks Pack,Nike,Accessories,East,54,2023-01-20,9,3041.93
UA Duffel Bag,Under Armour,Equipment,West,64,2023-10-08,4,1460.03
UA Sport Mask,Under Armour,Accessories,North,4,2024-08-01,7,928.57
Reebok Nano X,Reebok,Footwear,Central,87,2024-06-22,10,4112.97
UA Sport Mask,Under Armour,Accessories,North,18,2023-11-25,16,7311.54
Nike Air Max,Nike,Footwear,South,21,2024-11-08,4,1574.97
UA Duffel Bag,Under Armour,Equipment,South,23,2025-10-08,4,291.32
Puma Logo Tee,Puma,Apparel,South,35,2024-06-08,2,337.59
Puma Logo Tee,Puma,Apparel,South,22,2023-07-24,11,2121.93
Nike Dunk,Nike,Footwear,North,4,2025-05-22,5,160.18
UA Charged Assert,Under Armour,Footwear,East,52,2023-12-16,9,4305.99
Adidas Essentials Tee,Adidas,Apparel,East,51,2023-07-10,13,970.31
UA Rival Fleece Hoodie,Under Armour,Apparel,East,53,2025-07-23,6,3150.82
Adidas Tiro Pants,Adidas,Apparel,South,22,2023-08-20,19,1325.86
Adidas Essentials Tee,Adidas,Apparel,Central,95,2025-09-15,12,4889.59
UA Sport Mask,Under Armour,Accessories,South,36,2023-03-01,14,1038.94
Puma Suede Classic,Puma,Footwear,North,3,2025-06-21,1,434.7
Adidas Gym Ball,Adidas,Equipment,Central,99,2025-12-10,11,6998.28
Nike Socks Pack,Nike,Accessories,Central,100,2025-11-29,8,2368.78
Adidas Superstar,Adidas,Footwear,East,53,2025-09-13,18,9892.02
UA Duffel Bag,Under Armour,Equipment,North,6,2023-04-22,16,6839.13
Puma Resistance Band Set,Puma,Equipment,North,16,2023-12-05,9,1220.65
Reebok Joggers,Reebok,Apparel,Central,88,2023-04-14,8,1708.58
UA Charged Assert,Under Armour,Footwear,West,75,2023-06-11,16,995.99
UA Sport Mask,Under Armour,Accessories,East,44,2025-07-04,1,491.03
Nike Dunk,Nike,Footwear,West,74,2023-07-30,1,287.42
Puma Beanie,Puma,Accessories,Central,100,2023-07-06,18,8050.56
Reebok CrossFit Tee,Reebok,Apparel,West,71,2024-02-28,8,3828.57
UA Rival Fleece Hoodie,Under Armour,Apparel,East,58,2025-07-19,12,5678.34
Adidas Gym Ball,Adidas,Equipment,North,4,2025-07-15,12,328.45
Reebok CrossFit Tee,Reebok,Apparel,Central,97,2024-08-20,2,821.11
Reebok Yoga Mat,Reebok,Equipment,West,65,2023-12-03,20,1426.83
Reebok Wristband,Reebok,Accessories,South,24,2024-02-06,7,994.04
Nike Dunk,Nike,Footwear,North,14,2024-11-23,19,10155.46
UA Duffel Bag,Under Armour,Equipment,West,75,2023-09-10,16,1354.0
UA HOVR Phantom,Under Armour,Footwear,Central,82,2023-01-09,16,6762.11
Adidas Essentials Tee,Adidas,Apparel,South,39,2025-11-07,5,2409.14
Puma Resistance Band Set,Puma,Equipment,West,80,2023-08-01,13,3405.65
Puma Track Jacket,Puma,Apparel,Central,88,2025-05-07,11,3016.98
Adidas Ultraboost,Adidas,Footwear,West,65,2024-08-25,17,4264.2
Adidas Water Bottle,Adidas,Accessories,Central,91,2024-09-04,20,2677.82
Adidas Essentials Tee,Adidas,Apparel,East,45,2024-08-18,11,3312.64
UA Rival Fleece Hoodie,Under Armour,Apparel,East,58,2023-08-25,14,4196.46
Nike Air Max,Nike,Footwear,East,54,2025-12-29,1,352.18
Nike Dri-FIT Tee,Nike,Apparel,South,22,2025-02-19,6,904.43
Nike Dri-FIT Tee,Nike,Apparel,East,45,2024-08-09,10,4042.08
Reebok Nano X,Reebok,Footwear,Central,82,2024-02-22,4,1889.37
Puma RS-X,Puma,Footwear,Central,93,2024-04-04,10,3050.29
Reebok Yoga Mat,Reebok,Equipment,West,73,2023-04-07,11,5271.39
Adidas Headband,Adidas,Accessories,North,9,2023-04-21,15,4768.04
Adidas Headband,Adidas,Accessories,East,59,2024-04-06,7,3160.03
Nike Pro Shorts,Nike,Apparel,West,66,2024-08-25,6,757.27
Nike Dunk,Nike,Footwear,North,13,2025-11-18,18,5281.0
Puma Suede Classic,Puma,Footwear,South,26,2024-06-25,15,391.74
Puma Resistance Band Set,Puma,Equipment,North,5,2023-11-14,20,6130.05
Reebok Nano X,Reebok,Footwear,West,79,2024-09-08,11,695.53
Nike Pro Shorts,Nike,Apparel,South,26,2025-12-12,6,3099.75
Reebok Wristband,Reebok,Accessories,Central,98,2025-05-01,8,666.99
Reebok CrossFit Tee,Reebok,Apparel,East,51,2024-03-12,20,3701.06
Nike Air Max,Nike,Footwear,West,78,2025-12-22,12,1171.04
Puma RS-X,Puma,Footwear,South,40,2025-07-01,11,6867.87
Puma Suede Classic,Puma,Footwear,North,13,2025-02-20,10,3631.08
UA Duffel Bag,Under Armour,Equipment,Central,92,2023-02-20,15,6080.28
Adidas Headband,Adidas,Accessories,North,10,2025-09-23,3,677.63
Nike Air Max,Nike,Footwear,South,38,2023-07-16,7,2246.5
Adidas Water Bottle,Adidas,Accessories,West,64,2024-03-12,14,4477.76
UA HeatGear Tee,Under Armour,Apparel,South,21,2023-05-28,2,728.19
Adidas Essentials Tee,Adidas,Apparel,North,2,2023-06-29,18,7222.02
Puma Suede Classic,Puma,Footwear,Central,88,2023-05-25,15,3234.96
Nike Pegasus,Nike,Footwear,West,71,2025-04-08,4,1076.2
Nike Pro Shorts,Nike,Apparel,North,20,2025-12-31,19,9456.67
UA Duffel Bag,Under Armour,Equipment,North,12,2023-04-04,10,709.45
Reebok Joggers,Reebok,Apparel,East,55,2023-06-27,1,209.65
Adidas Gym Ball,Adidas,Equipment,South,38,2025-08-28,13,1444.33
Reebok CrossFit Tee,Reebok,Apparel,South,30,2024-08-27,1,551.48
Nike Air Max,Nike,Footwear,North,2,2023-10-17,13,3833.76
Reebok Nano X,Reebok,Footwear,East,47,2023-06-24,17,2067.77
Adidas Gym Ball,Adidas,Equipment,South,26,2023-10-19,9,2844.94
Nike Dri-FIT Tee,Nike,Apparel,North,6,2024-02-02,18,8873.39
Puma Logo Tee,Puma,Apparel,Central,83,2025-08-02,9,4006.18
UA Sport Mask,Under Armour,Accessories,South,39,2023-07-21,12,5720.87
Puma Logo Tee,Puma,Apparel,South,24,2023-09-20,7,2221.57
Reebok Classic Leather,Reebok,Footwear,West,75,2024-10-12,10,3632.21
Reebok CrossFit Tee,Reebok,Apparel,Central,99,2023-11-09,14,5707.74
Puma RS-X,Puma,Footwear,North,11,2023-12-12,14,5559.64
Reebok Classic Leather,Reebok,Footwear,East,45,2024-07-20,15,7613.89
UA Sport Mask,Under Armour,Accessories,East,50,2025-07-01,6,2221.46
Adidas Headband,Adidas,Accessories,East,45,2023-06-17,3,439.06
Nike Pegasus,Nike,Footwear,North,17,2023-06-04,19,7791.3
Nike Dunk,Nike,Footwear,Central,87,2025-04-09,18,6663.5
Reebok Wristband,Reebok,Accessories,South,32,2025-08-24,19,3141.52
UA Duffel Bag,Under Armour,Equipment,South,35,2024-08-18,13,3961.72
Puma RS-X,Puma,Footwear,Central,81,2025-01-15,20,11102.81
UA Charged Assert,Under Armour,Footwear,Central,85,2023-12-06,19,1832.11
Nike Dunk,Nike,Footwear,West,72,2023-10-27,16,2000.53
Reebok CrossFit Tee,Reebok,Apparel,North,9,2024-04-19,7,1065.25
UA Rival Fleece Hoodie,Under Armour,Apparel,East,53,2025-11-26,2,1197.54
Puma Track Jacket,Puma,Apparel,East,44,2023-03-23,9,3786.65
Reebok CrossFit Tee,Reebok,Apparel,West,73,2023-12-23,3,906.26
